PO_ID,OperatorID,IncidentID,MachineID,StartDate,StartTime,EndDate,EndTime,QtyProduced,QtyRejected,Hours,ProductID
40800,477,61,CS,06-Mar-20,11:45:00,06-Mar-20,11:47:52,0,0,0.047777778,233205PEP01
41119,477,61,CS,21-Apr-20,08:43:00,21-Apr-20,08:45:52,0,0,0.047777778,232970PEP01
43597,477,61,CS,23-Jul-20,14:45:00,23-Jul-20,14:47:49,0,0,0.046944444,233500PEP01
40541,477,61,CS,04-Mar-20,13:05:00,04-Mar-20,13:07:49,0,0,0.046944444,233211PEP01
40608,477,61,CS,02-Mar-20,13:05:00,02-Mar-20,13:07:48,0,0,0.046666667,210670PEP01
37075,477,61,CS,02-Mar-20,09:05:00,02-Mar-20,09:07:46,0,0,0.046111111,231995PEP01
42663,477,61,CS,05-Jun-20,10:05:00,05-Jun-20,10:07:45,0,0,0.045833333,510005PEP01
39792,477,61,CS,29-Feb-20,07:05:00,29-Feb-20,07:07:45,0,0,0.045833333,210061PEP01
40686,477,61,CS,04-Mar-20,16:05:00,04-Mar-20,16:07:44,0,0,0.045555556,232045PEP01
40615,477,61,CS,27-Mar-20,12:58:00,27-Mar-20,13:00:41,0,0,0.044722222,233410PEP01
37108,477,61,CS,02-Mar-20,10:35:00,02-Mar-20,10:37:38,0,0,0.043888889,232140PEP01
36867,477,61,CS,03-Mar-20,15:05:00,03-Mar-20,15:07:38,0,0,0.043888889,231785PEP01
41032,477,61,CS,05-Mar-20,13:15:00,05-Mar-20,13:17:38,0,0,0.043888889,230585PEP01
40381,477,61,CS,02-Mar-20,11:05:00,02-Mar-20,11:07:37,0,0,0.043611111,210670PEP01
41077,477,61,CS,17-Mar-20,07:05:00,17-Mar-20,07:07:35,0,0,0.043055556,510126PEP01
41092,477,61,CS,17-Mar-20,09:05:00,17-Mar-20,09:07:35,0,0,0.043055556,510127PEP01
40508,477,61,CS,24-Feb-20,07:35:00,24-Feb-20,07:37:35,0,0,0.043055556,220382PEP01
41102,477,61,CS,12-Mar-20,08:05:00,12-Mar-20,08:07:34,0,0,0.042777778,230585PEP01
41636,477,61,CS,07-Apr-20,16:05:00,07-Apr-20,16:07:34,0,0,0.042777778,220395PEP01
40090,477,61,CS,27-Feb-20,13:05:00,27-Feb-20,13:07:33,0,0,0.0425,232985PEP01
40805,477,61,CS,07-Mar-20,07:35:00,07-Mar-20,07:37:33,0,0,0.0425,233875PEP01
41027,477,61,CS,06-Mar-20,07:35:00,06-Mar-20,07:37:31,0,0,0.041944444,231505PEP01
40324,477,61,CS,07-Mar-20,09:05:00,07-Mar-20,09:07:31,0,0,0.041944444,230400PEP01
40276,477,61,CS,04-Mar-20,15:05:00,04-Mar-20,15:07:30,0,0,0.041666667,231125PEP01
39660,477,61,CS,05-Mar-20,07:05:00,05-Mar-20,07:07:30,0,0,0.041666667,231130PEP01
40886,477,61,CS,30-Mar-20,14:05:00,30-Mar-20,14:07:28,0,0,0.041111111,233556PEP01
36855,477,61,CS,02-Mar-20,08:05:00,02-Mar-20,08:07:27,0,0,0.040833333,231145PEP01
40815,477,61,CS,03-Mar-20,16:05:00,03-Mar-20,16:07:25,0,0,0.040277778,210305PEP01
40180,477,61,CS,24-Feb-20,10:50:00,24-Feb-20,10:52:24,0,0,0.04,230095PEP01
41047,477,61,CS,07-Mar-20,08:05:00,07-Mar-20,08:07:24,0,0,0.04,230680PEP01
40872,477,61,CS,06-Apr-20,13:05:00,06-Apr-20,13:07:24,0,0,0.04,230265PEP01
37075,477,61,CS,02-Mar-20,11:05:00,02-Mar-20,11:07:23,0,0,0.039722222,231995PEP01
37092,477,61,CS,04-Mar-20,15:05:00,04-Mar-20,15:07:21,0,0,0.039166667,231135PEP01
41083,477,61,CS,16-Mar-20,16:05:00,16-Mar-20,16:07:20,0,0,0.038888889,510125PEP01
40648,477,61,CS,05-Mar-20,08:05:00,05-Mar-20,08:07:20,0,0,0.038888889,210765PEP01
40696,477,61,CS,06-Mar-20,11:05:00,06-Mar-20,11:07:19,0,0,0.038611111,233825PEP01
36880,477,61,CS,04-Mar-20,16:05:00,04-Mar-20,16:07:19,0,0,0.038611111,232235PEP01
37069,477,61,CS,03-Mar-20,10:05:54,03-Mar-20,10:08:13,0,0,0.038611111,230130PEP01
39763,477,61,CS,03-Mar-20,14:05:00,03-Mar-20,14:07:19,0,0,0.038611111,233260PEP01
37084,477,61,CS,04-Mar-20,14:05:00,04-Mar-20,14:07:17,0,0,0.038055556,231725PEP01
40962,477,61,CS,05-Mar-20,15:05:00,05-Mar-20,15:07:17,0,0,0.038055556,230505PEP01
40264,477,61,CS,26-Feb-20,13:05:00,26-Feb-20,13:07:16,0,0,0.037777778,231125PEP01
39369,477,61,CS,03-Mar-20,10:05:54,03-Mar-20,10:08:09,0,0,0.0375,210950PEP01
40973,477,61,CS,05-Mar-20,15:35:00,05-Mar-20,15:37:14,0,0,0.037222222,230505PEP01
36861,477,61,CS,03-Mar-20,09:05:54,03-Mar-20,09:08:08,0,0,0.037222222,230135PEP01
40222,477,61,CS,02-Mar-20,07:00:00,02-Mar-20,07:02:13,0,0,0.036944444,510005PEP01
40654,477,61,CS,05-Mar-20,09:05:00,05-Mar-20,09:07:13,0,0,0.036944444,210770PEP01
40034,477,61,CS,02-Mar-20,14:05:00,02-Mar-20,14:07:13,0,0,0.036944444,210620PEP01
40723,477,61,CS,07-Mar-20,10:05:00,07-Mar-20,10:07:12,0,0,0.036666667,233825PEP01
40905,477,61,CS,06-Mar-20,11:05:00,06-Mar-20,11:07:12,0,0,0.036666667,233171PEP01
41310,477,61,CS,06-Apr-20,07:05:00,06-Apr-20,07:07:10,0,0,0.036111111,233610PEP01
42769,477,61,FP-01,17-Jun-20,07:10:00,18-Jun-20,02:59:52,0,0,19.83111111,230720PEP02
41997,477,61,HP-02,14-May-20,10:05:00,15-May-20,04:52:32,0,0,18.79222222,230095PEP03
39923,477,61,AS,28-Jan-20,16:05:17,29-Jan-20,08:52:29,0,0,16.78666667,230675PEP01
38766,477,61,AS,22-Jan-20,15:05:51,23-Jan-20,01:56:23,0,0,10.84222222,233960PEP01
39116,477,61,AS,27-Jan-20,13:07:22,27-Jan-20,15:30:46,0,0,2.39,230180PEP01
39497,477,61,HP-01,04-Feb-20,13:20:00,04-Feb-20,14:30:15,0,0,1.170833333,231620PEP04
39673,477,61,RL,08-Jun-20,07:45:00,08-Jun-20,08:50:46,0,0,1.096111111,231130PEP04
41045,477,61,EP,11-Mar-20,09:40:45,11-Mar-20,10:16:07,0,0,0.589444444,230680PEP03
40251,477,61,FP-01,04-Feb-20,11:00:00,04-Feb-20,11:25:38,0,0,0.427222222,231125PEP02
38121,477,61,FP-11,22-Jan-20,09:55:22,22-Jan-20,10:20:51,0,0,0.424722222,220335PEP02
39671,477,61,CNC-03,08-Jun-20,14:15:00,08-Jun-20,14:35:44,0,0,0.345555556,231130PEP06
43107,477,61,EP-07,07-Jul-20,07:30:00,07-Jul-20,07:50:30,0,0,0.341666667,233755PEP03
40540,477,61,FP,04-Mar-20,14:00:00,04-Mar-20,14:15:38,0,0,0.260555556,233211PEP02
36866,477,61,FP,04-Mar-20,07:00:00,04-Mar-20,07:15:24,0,0,0.256666667,231785PEP02
41530,477,61,FP-05,29-Jun-20,09:45:00,29-Jun-20,10:00:22,0,0,0.256111111,220335PEP02
40208,477,61,HP-02,18-Feb-20,09:45:00,18-Feb-20,10:00:15,0,0,0.254166667,220005PEP03
40705,477,61,FP-07,06-May-20,13:50:00,06-May-20,14:05:14,0,0,0.253888889,233675PEP02
41700,477,61,FP-01,14-Apr-20,15:45:00,14-Apr-20,16:00:11,0,0,0.253055556,232275PEP02
37082,477,61,FP,05-Mar-20,09:59:00,05-Mar-20,10:10:51,0,0,0.1975,231725PEP03
39312,477,61,FP-11,12-Feb-20,08:55:00,12-Feb-20,09:05:55,0,0,0.181944444,220400PEP02
40653,477,61,FP,04-Mar-20,14:55:00,04-Mar-20,15:05:54,0,0,0.181666667,210770PEP02
41340,477,61,FP-07,17-Apr-20,11:40:00,17-Apr-20,11:50:54,0,0,0.181666667,210670PEP05
41525,477,61,FP-05,16-Jun-20,09:35:00,16-Jun-20,09:45:51,0,0,0.180833333,220335PEP02
42668,477,61,FP-05,22-Jun-20,07:20:00,22-Jun-20,07:30:50,0,0,0.180555556,233315PEP02
42503,477,61,FP-05,09-Jun-20,11:40:00,09-Jun-20,11:50:48,0,0,0.18,231545PEP02
40779,477,61,FP-03,26-Feb-20,13:10:00,26-Feb-20,13:20:47,0,0,0.179722222,230005PEP04
41731,477,61,FP-05,23-Apr-20,08:35:00,23-Apr-20,08:45:46,0,0,0.179444444,231135PEP02
42819,477,61,FP-03,01-Jul-20,10:00:00,01-Jul-20,10:10:44,0,0,0.178888889,233125PEP02
42064,477,61,FP-01,15-May-20,15:00:00,15-May-20,15:10:44,0,0,0.178888889,233665PEP02
40909,477,61,FP,09-Mar-20,13:15:00,09-Mar-20,13:25:44,0,0,0.178888889,233680PEP02
41763,477,61,FP-05,23-Apr-20,10:40:00,23-Apr-20,10:50:42,0,0,0.178333333,235351PEP02
41488,477,61,FP-03,13-Apr-20,16:25:00,13-Apr-20,16:35:40,0,0,0.177777778,233930PEP02
40994,477,61,FP-07,08-Jun-20,14:50:00,08-Jun-20,15:00:39,0,0,0.1775,230505PEP02
39546,477,61,FP-05,19-Feb-20,08:35:00,19-Feb-20,08:45:34,0,0,0.176111111,210570PEP02
40955,477,61,FP-07,10-Mar-20,07:35:00,10-Mar-20,07:45:31,0,0,0.175277778,220355PEP02
40789,477,61,FP-03,31-Mar-20,09:50:00,31-Mar-20,10:00:31,0,0,0.175277778,230005PEP04
40405,477,61,FP-05,25-Feb-20,07:00:00,25-Feb-20,07:10:31,0,0,0.175277778,231530PEP02
41525,477,61,FP-05,02-Jun-20,13:45:00,02-Jun-20,13:55:30,0,0,0.175,220335PEP02
39378,477,61,FP-05,04-May-20,13:20:00,04-May-20,13:30:29,0,0,0.174722222,210950PEP02
40314,477,61,EP-01,11-Feb-20,16:35:00,11-Feb-20,16:45:29,0,0,0.174722222,230400PEP05
40741,477,61,FP-05,16-Mar-20,16:50:00,16-Mar-20,17:00:28,0,0,0.174444444,210580PEP02
37074,477,61,FP,02-Mar-20,13:00:00,02-Mar-20,13:10:27,0,0,0.174166667,231995PEP02
39010,477,61,FP-07,15-Apr-20,15:10:00,15-Apr-20,15:20:26,0,0,0.173888889,232415PEP02
40365,477,61,FP-07,19-Feb-20,15:00:00,19-Feb-20,15:10:26,0,0,0.173888889,210615PEP01
41530,477,61,FP-05,30-Jun-20,10:20:00,30-Jun-20,10:30:26,0,0,0.173888889,220335PEP02
41659,477,61,FP-07,13-Apr-20,16:30:00,13-Apr-20,16:40:24,0,0,0.173333333,230926PEP02
37101,477,61,FP,25-Feb-20,11:00:00,25-Feb-20,11:10:23,0,0,0.173055556,231140PEP02
40737,477,61,FP-05,16-Mar-20,08:55:00,16-Mar-20,09:05:22,0,0,0.172777778,210570PEP02
40518,477,61,HP-01,13-Feb-20,15:30:00,13-Feb-20,15:40:21,0,0,0.1725,220036PEP05
40705,477,61,FP-07,30-Mar-20,15:35:00,30-Mar-20,15:45:21,0,0,0.1725,233675PEP02
42809,477,61,FP-05,03-Jul-20,07:45:00,03-Jul-20,07:55:19,0,0,0.171944444,210975PEP02
40438,477,61,FP-07,10-Mar-20,14:05:00,10-Mar-20,14:15:16,0,0,0.171111111,210640PEP02
39526,477,61,FP-07,03-Feb-20,13:00:00,03-Feb-20,13:10:15,0,0,0.170833333,232765PEP02
39807,477,61,FP,27-Feb-20,15:20:00,27-Feb-20,15:30:13,0,0,0.170277778,232895PEP05
42917,477,61,FP-01,30-Jun-20,13:13:00,30-Jun-20,13:20:14,0,0,0.120555556,230140PEP02
40607,477,61,FP,02-Mar-20,14:40:00,02-Mar-20,14:46:38,0,0,0.110555556,210670PEP02
39810,477,61,FP,27-Feb-20,08:25:00,27-Feb-20,08:31:33,0,0,0.109166667,232895PEP02
39784,477,61,EP,25-Feb-20,15:54:00,25-Feb-20,16:00:23,0,0,0.106388889,210071PEP03
39947,477,61,FP-07,30-Jan-20,10:05:00,30-Jan-20,10:11:22,0,0,0.106111111,230670PEP02
40560,477,61,FP,10-Mar-20,16:40:00,10-Mar-20,16:46:04,0,0,0.101111111,210840PEP03
40560,477,61,FP,11-Mar-20,10:20:00,11-Mar-20,10:25:59,0,0,0.099722222,210840PEP03
40385,477,61,FP-01,17-Feb-20,08:20:00,17-Feb-20,08:25:55,0,0,0.098611111,230675PEP02
40444,477,61,FP-05,27-Jun-20,08:35:00,27-Jun-20,08:40:55,0,0,0.098611111,210640PEP02
42530,477,61,EP-04,29-Jun-20,13:50:00,29-Jun-20,13:55:55,0,0,0.098611111,233990PEP03
40611,477,61,HP-01,08-Apr-20,14:50:00,08-Apr-20,14:55:55,0,0,0.098611111,233410PEP05
40275,477,61,FP,05-Mar-20,07:45:00,05-Mar-20,07:50:55,0,0,0.098611111,231125PEP02
41128,477,61,FP-07,25-Mar-20,09:40:00,25-Mar-20,09:45:55,0,0,0.098611111,210980PEP02
41223,477,61,EP-04,15-May-20,11:20:00,15-May-20,11:25:54,0,0,0.098333333,210071PEP03
40993,477,61,EP-09,08-Jun-20,15:40:00,08-Jun-20,15:45:54,0,0,0.098333333,230505PEP03
40269,477,61,FP,04-Mar-20,09:35:00,04-Mar-20,09:40:54,0,0,0.098333333,231125PEP02
41772,477,61,FP-05,23-Apr-20,11:45:00,23-Apr-20,11:50:54,0,0,0.098333333,233770PEP02
42781,477,61,FP-01,25-Jun-20,09:50:00,25-Jun-20,09:55:54,0,0,0.098333333,233340PEP02
41148,477,61,,19-Mar-20,13:50:00,19-Mar-20,13:55:54,0,0,0.098333333,231530PEP02
41154,477,61,EP-06,01-Jun-20,09:00:00,01-Jun-20,09:05:54,0,0,0.098333333,220355PEP03
40730,477,61,EP-07,24-Mar-20,11:50:00,24-Mar-20,11:55:53,0,0,0.098055556,210575PEP05
42622,477,61,EP-04,08-Jun-20,16:40:00,08-Jun-20,16:45:53,0,0,0.098055556,233545PEP03
41875,477,61,EP-04,05-May-20,16:00:00,05-May-20,16:05:53,0,0,0.098055556,233875PEP03
42605,477,61,EP-07,16-Jun-20,13:25:00,16-Jun-20,13:30:53,0,0,0.098055556,210815PEP03
40148,477,61,EP-07,19-Mar-20,13:30:00,19-Mar-20,13:35:53,0,0,0.098055556,232970PEP04
41865,477,61,FP-05,14-May-20,16:15:00,14-May-20,16:20:52,0,0,0.097777778,231530PEP02
38985,477,61,FP,26-Feb-20,08:50:00,26-Feb-20,08:55:52,0,0,0.097777778,220355PEP02
42008,477,61,FP-05,07-May-20,09:30:00,07-May-20,09:35:52,0,0,0.097777778,230220PEP02
36873,477,61,FP-03,26-Feb-20,09:50:00,26-Feb-20,09:55:52,0,0,0.097777778,233255PEP02
40799,477,61,FP,06-Mar-20,13:35:00,06-Mar-20,13:40:52,0,0,0.097777778,233205PEP02
42309,477,61,FP-05,03-Jun-20,16:20:00,03-Jun-20,16:25:51,0,0,0.0975,231530PEP02
40218,477,61,,05-Mar-20,07:00:00,05-Mar-20,07:05:51,0,0,0.0975,510005PEP05
42744,477,61,FP-07,25-Jun-20,15:45:00,25-Jun-20,15:50:51,0,0,0.0975,231530PEP02
41864,477,61,HP-01,15-May-20,07:45:00,15-May-20,07:50:51,0,0,0.0975,231530PEP03
41904,477,61,EP-04,07-May-20,15:00:00,07-May-20,15:05:51,0,0,0.0975,210665PEP02
37081,477,61,HP,05-Mar-20,14:00:00,05-Mar-20,14:05:51,0,0,0.0975,231725PEP04
41519,477,61,EP-06,18-May-20,09:40:00,18-May-20,09:45:51,0,0,0.0975,220335PEP03
43372,477,61,FP-03,02-Jul-20,15:15:00,02-Jul-20,15:20:51,0,0,0.0975,230590PEP02
41753,477,61,EP-08,04-May-20,08:25:00,04-May-20,08:30:50,0,0,0.097222222,233740PEP03
41519,477,61,EP-06,08-May-20,09:10:00,08-May-20,09:15:50,0,0,0.097222222,220335PEP03
39536,477,61,FP-07,09-Mar-20,15:40:00,09-Mar-20,15:45:50,0,0,0.097222222,220335PEP02
39286,477,61,HP,11-Mar-20,11:30:45,11-Mar-20,11:36:35,0,0,0.097222222,210380PEP03
36860,477,61,FP,03-Mar-20,15:45:00,03-Mar-20,15:50:50,0,0,0.097222222,230135PEP02
40323,477,61,FP,09-Mar-20,10:15:00,09-Mar-20,10:20:49,0,0,0.096944444,230400PEP02
41207,477,61,EP-04,26-Mar-20,11:10:00,26-Mar-20,11:15:49,0,0,0.096944444,233545PEP03
37071,477,61,EP,05-Mar-20,13:20:22,05-Mar-20,13:26:11,0,0,0.096944444,231995PEP05
41306,477,61,HP-01,07-Apr-20,09:50:00,07-Apr-20,09:55:49,0,0,0.096944444,233610PEP05
41143,477,61,FP-01,19-Mar-20,10:50:00,19-Mar-20,10:55:49,0,0,0.096944444,231505PEP02
42094,477,61,FP-01,14-May-20,08:50:00,14-May-20,08:55:49,0,0,0.096944444,230585PEP02
40124,477,61,EP-01,11-Feb-20,16:00:00,11-Feb-20,16:05:48,0,0,0.096666667,233930PEP03
41138,477,61,FP-05,13-May-20,08:05:00,13-May-20,08:10:48,0,0,0.096666667,210980PEP02
42720,477,61,EP-06,17-Jun-20,15:55:00,17-Jun-20,16:00:48,0,0,0.096666667,210765PEP03
41505,477,61,HP-01,22-Apr-20,07:35:00,22-Apr-20,07:40:48,0,0,0.096666667,233400PEP03
41669,477,61,EP-06,14-Apr-20,14:55:00,14-Apr-20,15:00:48,0,0,0.096666667,233205PEP03
37083,477,61,FP,05-Mar-20,09:00:00,05-Mar-20,09:05:48,0,0,0.096666667,231725PEP02
39973,477,61,AS,23-Jan-20,07:05:51,23-Jan-20,07:11:38,0,0,0.096388889,232690PEP01
42719,477,61,EP-07,19-Jun-20,08:30:00,19-Jun-20,08:35:47,0,0,0.096388889,210765PEP04
41665,477,61,FP-07,15-Apr-20,13:50:00,15-Apr-20,13:55:47,0,0,0.096388889,231775PEP02
43107,477,61,EP-07,03-Jul-20,08:55:00,03-Jul-20,09:00:47,0,0,0.096388889,233755PEP03
42229,477,61,EP-06,04-Jun-20,14:50:00,04-Jun-20,14:55:47,0,0,0.096388889,210840PEP03
37926,477,61,FP-07,11-Feb-20,14:35:00,11-Feb-20,14:40:46,0,0,0.096111111,210940PEP02
41579,477,61,FP-07,07-Apr-20,10:05:00,07-Apr-20,10:10:46,0,0,0.096111111,233330PEP02
41846,477,61,FP-05,05-May-20,13:25:00,05-May-20,13:30:46,0,0,0.096111111,230670PEP02
42229,477,61,EP-06,05-Jun-20,08:05:00,05-Jun-20,08:10:46,0,0,0.096111111,210840PEP03
40033,477,61,FP,02-Mar-20,15:10:00,02-Mar-20,15:15:46,0,0,0.096111111,210620PEP02
41161,477,61,EP-06,01-Jun-20,11:00:00,01-Jun-20,11:05:46,0,0,0.096111111,220355PEP03
41652,477,61,HP-02,17-Apr-20,07:55:00,17-Apr-20,08:00:46,0,0,0.096111111,230385PEP04
41046,477,61,FP,09-Mar-20,08:15:00,09-Mar-20,08:20:46,0,0,0.096111111,230680PEP02
42471,477,61,FP-05,04-Jun-20,07:55:00,04-Jun-20,08:00:46,0,0,0.096111111,231485PEP02
41181,477,61,HP-01,25-Mar-20,14:40:00,25-Mar-20,14:45:46,0,0,0.096111111,233330PEP03
40214,477,61,FP-07,10-Feb-20,11:45:00,10-Feb-20,11:50:45,0,0,0.095833333,230220PEP02
42616,477,61,EP-04,09-Jun-20,07:00:00,09-Jun-20,07:05:45,0,0,0.095833333,233545PEP03
42332,477,61,HP-01,03-Jun-20,10:40:00,03-Jun-20,10:45:45,0,0,0.095833333,230630PEP03
37100,477,61,EP,25-Feb-20,14:50:00,25-Feb-20,14:55:45,0,0,0.095833333,231140PEP03
42461,477,61,FP-03,19-Jun-20,10:05:00,19-Jun-20,10:10:45,0,0,0.095833333,231540PEP02
41476,477,61,FP-05,07-May-20,14:05:00,07-May-20,14:10:45,0,0,0.095833333,233675PEP02
39796,477,61,FP,02-Mar-20,16:30:00,02-Mar-20,16:35:44,0,0,0.095555556,233490PEP02
39887,477,61,HP-01,31-Jan-20,11:35:29,31-Jan-20,11:41:13,0,0,0.095555556,230340PEP04
41482,477,61,EP-07,15-Apr-20,16:40:00,15-Apr-20,16:45:44,0,0,0.095555556,233216PEP03
39680,477,61,FP-01,23-Jan-20,11:20:02,23-Jan-20,11:25:46,0,0,0.095555556,230585PEP02
41136,477,61,EP-04,15-May-20,15:05:00,15-May-20,15:10:44,0,0,0.095555556,210980PEP04
41619,477,61,FP-07,15-Apr-20,10:00:00,15-Apr-20,10:05:44,0,0,0.095555556,230670PEP02
42685,477,61,HP-02,20-Jun-20,08:20:00,20-Jun-20,08:25:44,0,0,0.095555556,230670PEP03
41223,477,61,EP-04,01-Jun-20,16:50:00,01-Jun-20,16:55:44,0,0,0.095555556,210071PEP03
41161,477,61,EP-07,10-Jun-20,15:30:00,10-Jun-20,15:35:44,0,0,0.095555556,220355PEP03
38985,477,61,FP-07,26-Feb-20,08:50:00,26-Feb-20,08:55:44,0,0,0.095555556,220355PEP02
40069,477,61,FP-07,22-Feb-20,11:00:00,22-Feb-20,11:05:44,0,0,0.095555556,230260PEP03
41025,477,61,EP,11-Mar-20,07:50:45,11-Mar-20,07:56:29,0,0,0.095555556,231505PEP03
41529,477,61,EP-06,30-Jun-20,14:10:00,30-Jun-20,14:15:44,0,0,0.095555556,220335PEP03
40863,477,61,HP-01,05-May-20,07:00:00,05-May-20,07:05:44,0,0,0.095555556,233556PEP05
39774,477,61,FP-03,09-Jun-20,07:00:00,09-Jun-20,07:05:43,0,0,0.095277778,233260PEP02
39875,477,61,EP,31-Jan-20,15:00:00,31-Jan-20,15:05:43,0,0,0.095277778,230385PEP04
39741,477,61,FP-05,12-Mar-20,09:00:00,12-Mar-20,09:05:43,0,0,0.095277778,210945PEP02
41813,477,61,FP-01,19-May-20,07:55:00,19-May-20,08:00:43,0,0,0.095277778,231125PEP02
39605,477,61,EP-07,25-Feb-20,09:00:00,25-Feb-20,09:05:43,0,0,0.095277778,210815PEP03
42537,477,61,FP-07,24-Jun-20,10:25:00,24-Jun-20,10:30:43,0,0,0.095277778,233995PEP02
41529,477,61,EP-06,23-Jun-20,10:10:00,23-Jun-20,10:15:42,0,0,0.095,220335PEP03
40903,477,61,HP,10-Mar-20,11:40:00,10-Mar-20,11:45:42,0,0,0.095,233171PEP03
39962,477,61,FP-03,29-Jan-20,07:35:17,29-Jan-20,07:40:59,0,0,0.095,231540PEP02
39287,477,61,FP,04-Mar-20,15:00:00,04-Mar-20,15:05:42,0,0,0.095,210380PEP02
40685,477,61,FP,04-Mar-20,16:45:00,04-Mar-20,16:50:42,0,0,0.095,232045PEP02
39553,477,61,EP-07,13-Mar-20,14:30:00,13-Mar-20,14:35:42,0,0,0.095,210710PEP05
41886,477,61,FP-05,05-May-20,10:15:00,05-May-20,10:20:42,0,0,0.095,233171PEP02
40087,477,61,EP-07,19-Mar-20,11:30:00,19-Mar-20,11:35:42,0,0,0.095,232985PEP04
43112,477,61,HP-01,08-Jul-20,08:35:00,08-Jul-20,08:40:41,0,0,0.094722222,234070PEP03
41677,477,61,FP-07,13-Apr-20,08:25:00,13-Apr-20,08:30:41,0,0,0.094722222,233330PEP02
42513,477,61,FP-01,08-Jun-20,10:00:00,08-Jun-20,10:05:41,0,0,0.094722222,231505PEP02
40322,477,61,HP,10-Mar-20,15:15:00,10-Mar-20,15:20:41,0,0,0.094722222,230400PEP03
42518,477,61,EP-04,24-Jun-20,14:10:00,24-Jun-20,14:15:41,0,0,0.094722222,233980PEP03
40245,477,61,FP-07,10-Feb-20,14:35:00,10-Feb-20,14:40:41,0,0,0.094722222,233315PEP02
39791,477,61,FP,02-Mar-20,11:00:00,02-Mar-20,11:05:41,0,0,0.094722222,210061PEP02
42725,477,61,EP-07,25-Jun-20,07:00:00,25-Jun-20,07:05:41,0,0,0.094722222,210770PEP03
37077,477,61,EP,12-Mar-20,07:25:24,12-Mar-20,07:31:04,0,0,0.094444444,231725PEP08
42524,477,61,EP-04,24-Jun-20,07:00:00,24-Jun-20,07:05:40,0,0,0.094444444,233985PEP03
37091,477,61,FP,05-Mar-20,08:15:00,05-Mar-20,08:20:40,0,0,0.094444444,231135PEP02
37094,477,61,EP,04-Mar-20,16:30:00,04-Mar-20,16:35:40,0,0,0.094444444,231140PEP09
40198,477,61,HP-01,13-Feb-20,10:00:00,13-Feb-20,10:05:40,0,0,0.094444444,232765PEP03
41854,477,61,EP-04,05-May-20,10:50:00,05-May-20,10:55:40,0,0,0.094444444,230665PEP03
42928,477,61,EP-04,07-Jul-20,11:10:00,07-Jul-20,11:15:40,0,0,0.094444444,230190PEP03
42710,477,61,FP-01,09-Jun-20,09:50:00,09-Jun-20,09:55:39,0,0,0.094166667,230720PEP02
42583,477,61,EP-07,15-Jun-20,11:00:00,15-Jun-20,11:05:39,0,0,0.094166667,210570PEP03
40156,477,61,HP-01,14-Feb-20,08:40:00,14-Feb-20,08:45:39,0,0,0.094166667,231620PEP03
40058,477,61,EP-07,25-Feb-20,09:40:00,25-Feb-20,09:45:39,0,0,0.094166667,210810PEP03
40437,477,61,EP-07,11-Mar-20,08:00:00,11-Mar-20,08:05:39,0,0,0.094166667,210640PEP03
39795,477,61,EP,03-Mar-20,13:35:00,03-Mar-20,13:40:39,0,0,0.094166667,233490PEP03
40664,477,61,EP-07,03-Mar-20,15:55:00,03-Mar-20,16:00:39,0,0,0.094166667,210810PEP03
43016,477,61,EP-07,30-Jun-20,10:25:00,30-Jun-20,10:30:39,0,0,0.094166667,232970PEP04
41986,477,61,EP-01,26-Jun-20,11:00:00,26-Jun-20,11:05:39,0,0,0.094166667,230180PEP04
42508,477,61,FP-05,20-Jun-20,14:00:00,20-Jun-20,14:05:39,0,0,0.094166667,231530PEP02
42267,477,61,EP-04,29-Jun-20,07:25:00,29-Jun-20,07:30:39,0,0,0.094166667,230135PEP03
41441,477,61,HP-01,16-Apr-20,16:30:00,16-Apr-20,16:35:38,0,0,0.093888889,220037PEP05
40178,477,61,HP-02,25-Feb-20,10:20:00,25-Feb-20,10:25:38,0,0,0.093888889,230095PEP03
39621,477,61,HP,02-Mar-20,08:00:00,02-Mar-20,08:05:38,0,0,0.093888889,230265PEP03
39716,477,61,AS,23-Jan-20,07:35:51,23-Jan-20,07:41:29,0,0,0.093888889,231530PEP01
39659,477,61,FP,05-Mar-20,13:45:00,05-Mar-20,13:50:38,0,0,0.093888889,231130PEP02
40444,477,61,FP-05,01-Jun-20,07:45:00,01-Jun-20,07:50:38,0,0,0.093888889,210640PEP02
41247,477,61,EP-09,24-Apr-20,11:20:00,24-Apr-20,11:25:38,0,0,0.093888889,210061PEP03
41654,477,61,FP-07,14-Apr-20,14:35:00,14-Apr-20,14:40:38,0,0,0.093888889,230385PEP02
43010,477,61,FP-01,30-Jun-20,09:35:00,30-Jun-20,09:40:38,0,0,0.093888889,231310PEP02
39972,477,61,FP-03,23-Jan-20,16:20:22,23-Jan-20,16:26:00,0,0,0.093888889,232690PEP02
37919,477,61,HP-01,17-Mar-20,16:55:00,17-Mar-20,17:00:38,0,0,0.093888889,210940PEP04
39922,477,61,FP-01,29-Jan-20,07:35:33,29-Jan-20,07:41:10,0,0,0.093611111,230675PEP02
40751,477,61,EP-07,23-Mar-20,09:30:00,23-Mar-20,09:35:37,0,0,0.093611111,210770PEP04
41613,477,61,HP-02,08-Apr-20,15:00:00,08-Apr-20,15:05:37,0,0,0.093611111,231490PEP03
41525,477,61,FP-05,15-Jun-20,07:40:00,15-Jun-20,07:45:37,0,0,0.093611111,220335PEP02
